Program,Fault
"#include <vector>
#include <algorithm>
#include <numeric>

int main() {
    std::vector<int> data = {1, 2, 3, 4, 5};
    std::vector<int> processed_data;

    for (int i = 0; i < data.size(); ++i) {
        processed_data.push_back(data[i] * 2);
    }

    int sum = std::accumulate(processed_data.begin(), processed_data.end(), 0);
    
    //Incorrectly assigning the sum to the first element instead of printing it
    processed_data[0] = sum;

    std::cout << ""Sum: "" << processed_data[0] << std::endl;
    
    return 0;
}",processed_data[0] = sum;
"#include <algorithm>
#include <vector>
#include <numeric>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5};
  std::vector<int> squares(data.size());

  std::transform(data.begin(), data.end(), squares.begin(), [](int x){ return x * x; });

  int sum = 0;
  for (size_t i = 0; i < squares.size() - 1; ++i) {
    sum += squares[i];
  }

  std::cout << ""Sum of squares (excluding last element): "" << sum << std::endl;
  return 0;
}",for (size_t i = 0; i < squares.size() - 1; ++i)
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
    std::string text = ""This is a test sentence."";
    std::string reversed_text = text;
    std::reverse(reversed_text.begin(), reversed_text.end());

    if (text == reversed_text) {
        std::cout << ""The string is a palindrome."" << std::endl;
    } else {
        std::cout << ""The string is not a palindrome."" << std::endl;
    }

    return 0;
}",if (text == reversed_text)
"#include <iostream>
#include <algorithm>
#include <vector>

int main() {
  std::vector<int> numbers = {5, 2, 8, 1, 9, 4};
  int target = 7;

  std::vector<int> result;
  std::copy_if(numbers.begin(), numbers.end(), std::back_inserter(result), [target](int n) {
    return n < target - 1; // Fault: Incorrect comparison. Should be n < target.
  });

  std::cout << ""Numbers less than "" << target << "": "";
  for (int num : result) {
    std::cout << num << "" "";
  }
  std::cout << std::endl;

  return 0;
}",return n < target - 1;
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
  std::string text = ""This is a test string with some spaces."";
  std::string trimmed_text = text;
  trimmed_text.erase(0, trimmed_text.find_first_not_of("" ""));
  trimmed_text.erase(trimmed_text.find_last_not_of("" "") + 1);
  std::cout << ""Trimmed text: "" << trimmed_text << std::endl;
  return 0;
}","trimmed_text.erase(0, trimmed_text.find_first_not_of("" ""));"
"#include <iostream>
#include <map>
#include <string>

int main() {
    std::map<std::string, int> scores;
    scores[""Alice""] = 90;
    scores[""Bob""] = 80;
    scores[""Charlie""] = 70;

    std::string best_player = """";
    int highest_score = -1;

    for (auto const& [player, score] : scores) {
        if (score > highest_score) {
            highest_score = score;
            best_player = player;
        }
    }

    std::cout << ""Best player: "" << best_player << "" with score "" << highest_score << std::endl;

    //Incorrectly removing from map after use.
    scores.erase(""Alice"");

    return 0;
}","scores.erase(""Alice"");"
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
    std::string str = ""Hello, World!"";
    std::string reversed_str = str;
    std::reverse(reversed_str.begin(), reversed_str.end());
    
    if (str == reversed_str) {
        std::cout << ""The string is a palindrome."" << std::endl;
    } else {
        std::cout << ""The string is not a palindrome."" << std::endl;
    }
    
    std::string test_str = ""racecar"";
    std::string reversed_test_str = test_str;
    std::reverse(reversed_test_str.begin(), reversed_test_str.end());
    if (test_str == reversed_test_str) {
        std::cout << ""The string 'racecar' is a palindrome."" << std::endl;
    } else {
        std::cout << ""The string 'racecar' is not a palindrome."" << std::endl;
    }
    
    return 0;
}",if (str == reversed_str)
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
  std::string text = ""Hello, World!"";
  std::string reversed_text = text;
  std::reverse(reversed_text.begin(), reversed_text.end());

  if (text == reversed_text) {
    std::cout << ""The string is a palindrome."" << std::endl;
  } else {
    std::cout << ""The string is not a palindrome."" << std::endl;
  }

  return 0;
}",if (text == reversed_text)
"#include <string>
#include <sstream>

std::string format_number(double num) {
    std::stringstream ss;
    ss << std::fixed << std::setprecision(2) << num;
    return ss.str();
}

int main() {
    double value = 123.456789;
    std::string formatted_value = format_number(value);
    std::cout << ""Formatted value: "" << formatted_value << std::endl;

    // Simulate a calculation using the formatted value
    double calculated_value = std::stod(formatted_value) * 2.0;
    std::cout << ""Calculated value: "" << calculated_value << std::endl;

    return 0;
}","std::cout << ""Calculated value: "" << calculated_value << std::endl;"
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    
    std::cout << ""Area of circle with radius "" << radius << "": "" << area << std::endl;
    
    double circumference = 2 * M_PI * radius;
    std::cout << ""Circumference of circle with radius "" << radius << "": "" << circumference << std::endl;
    
    double perimeter = radius + radius + radius;
    std::cout << ""Perimeter of circle with radius "" << radius << "": "" << perimeter << std::endl;
    
    return 0;
}",double perimeter = radius + radius + radius;
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",for (int i = 0; i <= numbers.size(); ++i)
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = 3.14 * radius * radius;
    std::cout << ""Area of the circle: "" << area << std::endl;
    return 0;
}",double area = 3.14 * radius * radius;
"#include <iostream>
#include <algorithm>

int main() {
    int arr[] = {5, 2, 8, 1, 9, 4};
    int n = sizeof(arr) / sizeof(arr[0]);

    std::sort(arr, arr + n - 1); // Faulty: Sorting only up to n-1

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << arr[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(arr, arr + n - 1);"
"#include <iostream>
#include <string>
#include <algorithm>

std::string reverseWords(std::string s) {
    std::string result = """";
    std::string word = """";
    for (char c : s) {
        if (c == ' ') {
            std::reverse(word.begin(), word.end());
            result += word + "" "";
            word = """";
        } else {
            word += c;
        }
    }
    std::reverse(word.begin(), word.end());
    result += word;
    return result;
}

int main() {
    std::string input = ""the sky is blue"";
    std::string reversed = reverseWords(input);
    std::cout << reversed << std::endl;
    return 0;
}","    std::reverse(word.begin(), word.end());"
"#include <iostream>
#include <algorithm>

int main() {
  int arr[] = {5, 2, 8, 1, 9, 4};
  int n = sizeof(arr) / sizeof(arr[0]);
  
  std::sort(arr, arr + n - 1); // Faulty line: Sorting only up to n-1
  
  std::cout << ""Sorted array: "";
  for (int i = 0; i < n; ++i) {
    std::cout << arr[i] << "" "";
  }
  std::cout << std::endl;
  
  return 0;
}","std::sort(arr, arr + n - 1);"
"#include <iostream>
#include <algorithm>
#include <vector>

int main() {
    std::vector<int> numbers = {5, 2, 8, 1, 9, 4};
    std::sort(numbers.begin(), numbers.end(), std::greater<int>());
    
    std::cout << ""Sorted in descending order: "";
    for (size_t i = 0; i < numbers.size(); ++i) {
        std::cout << numbers[i] << (i == numbers.size() - 1 ? """" : "", "");
    }
    std::cout << std::endl;
    
    std::cout << ""First element: "" << numbers[0] << std::endl;
    std::cout << ""Last element: "" << numbers[numbers.size()-1] << std::endl;
    
    return 0;
}","std::cout << ""Last element: "" << numbers[numbers.size()-1] << std::endl;"
"#include <iostream>
#include <algorithm>

int main() {
  int arr[] = {5, 2, 8, 1, 9, 4};
  int n = sizeof(arr) / sizeof(arr[0]);

  std::sort(arr, arr + n - 1); // Fault: Sorting only up to n-1, leaving the last element unsorted.

  std::cout << ""Sorted array: "";
  for (int i = 0; i < n; ++i) {
    std::cout << arr[i] << "" "";
  }
  std::cout << std::endl;

  return 0;
}","std::sort(arr, arr + n - 1);"
"#include <iostream>
#include <algorithm>

int main() {
    int arr[] = {5, 2, 8, 1, 9};
    int n = sizeof(arr) / sizeof(arr[0]);

    std::sort(arr, arr + n - 1); // Fault: Sorting only up to n-1, leaving the last element unsorted

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << arr[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(arr, arr + n - 1);"
"#include <vector>
#include <algorithm>
#include <iostream>

int main() {
    std::vector<int> data = {5, 2, 8, 1, 9, 4};
    std::vector<int> even_numbers;

    for (int num : data) {
        if (num % 2 == 0) {
            even_numbers.push_back(num);
        }
    }

    std::sort(even_numbers.begin(), even_numbers.end(), std::greater<int>());
    
    std::cout << ""Even numbers in descending order: "";
    for (int i = 0; i < even_numbers.size(); ++i) {
        std::cout << even_numbers[i] << (i == even_numbers.size() - 1 ? """" : "", "");
    }
    std::cout << std::endl;
    return 0;
}","std::sort(even_numbers.begin(), even_numbers.end(), std::greater<int>());"
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
    std::string text = ""This is a test string."";
    std::string pattern = ""test"";
    size_t pos = text.find(pattern);

    if (pos != std::string::npos) {
        text.erase(pos, 1); // Intended to remove one 't', but removes 'test'
    }

    std::cout << text << std::endl;
    return 0;
}","text.erase(pos, 1);"
"#include <string>
#include <algorithm>

int main() {
    std::string text = ""Hello, world! This is a test."";
    std::string pattern = ""test"";

    size_t pos = text.find(pattern, 10); // Starting search from position 10
    if (pos != std::string::npos) {
        std::cout << ""Pattern found at position: "" << pos << std::endl;
    } else {
        std::cout << ""Pattern not found."" << std::endl;
    }

    return 0;
}","text.find(pattern, 10)"
"#include <vector>
#include <algorithm>

int main() {
    std::vector<int> numbers = {5, 2, 8, 1, 9, 4};
    std::sort(numbers.begin(), numbers.end(), [](int a, int b) { return a < b; });

    // Find the second largest element
    if (numbers.size() < 2) {
        std::cout << ""Not enough elements to find the second largest."" << std::endl;
        return 1;
    }

    int second_largest = numbers[numbers.size()-2]; // Potential Fault
    
    std::cout << ""Second largest element: "" << second_largest << std::endl;
    return 0;
}",int second_largest = numbers[numbers.size()-2];
"#include <iostream>
#include <algorithm>

int main() {
    int arr[] = {5, 2, 8, 1, 9, 4};
    int n = sizeof(arr) / sizeof(arr[0]);

    std::sort(arr, arr + n - 1); // Fault: Sorting up to n-1, potentially losing the last element's true position

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << arr[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(arr, arr + n - 1);"
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    std::cout << ""Area: "" << area << std::endl;
    double circumference = 2 * M_PI * radius;
    std::cout << ""Circumference: "" << circumference << std::endl;
    double new_radius = sqrt(area / M_PI);
    std::cout << ""New Radius: "" << new_radius << std::endl;
    
    if (new_radius > radius) {
        std::cout << ""New radius is larger than original."" << std::endl;
    } else {
        std::cout << ""New radius is smaller or equal to original."" << std::endl;
    }
    
    return 0;
}",if (new_radius > radius)
